order_id,order_date,store_name,pay_method,deliver_date,landed_days,planned_days,cust_id,cust_name,cust_type,city,province,region,product_id,product,category,subcategory,sales,amount,discount,profit,manager,return,satisfied,dt
CN-2016-100139,2016/1/26,金寨店,支付宝,2016/1/31,5 ,6,Cust-10675,李彩,消费者,滕州,山东,华东,Prod-10003671,Tenex_盘_蓝色,办公用品,收纳具,547.344,3,0.2,124.46,杨洪光,0,1,2016
CN-2016-100129,2016/1/26,燎原店,其它,2016/1/28,2 ,2,Cust-12595,巩辉,消费者,钦州,广西,中南,Prod-10004953,BIC_速写本_蓝色,办公用品,美术,466.76,2,0,25.49,郝杰,1,0,2016
CN-2016-100135,2016/1/26,海恒店,微信,2016/1/28,2 ,0,Cust-13135,范刚,消费者,朝阳,吉林,东北,Prod-10002368,Office_Star_扶手椅_红色,家具,椅子,2842.56,8,0,195.94,杨洪光,0,1,2016
CN-2016-100141,2016/1/26,金寨店,其它,2016/2/2,7 ,7,Cust-13885,佟虹,小型企业,镇江,江苏,华东,Prod-10003922,Smead_可去除的标签_耐用,办公用品,标签,501.48,2,0,84.77,杨洪光,0,0,2016
CN-2016-100140,2016/1/26,燎原店,支付宝,2016/2/2,7 ,6,Cust-14095,韦华,公司,上海,上海,华东,Prod-10001238,Avery_合法证物标签_耐用,办公用品,标签,615.3,3,0,56.25,王倩倩,0,0,2016
CN-2016-100137,2016/1/26,人民店,其它,2016/1/29,3 ,3,Cust-15415,戴康,消费者,天津,天津,华北,Prod-10003897,Rogers_搁板_金属,办公用品,收纳具,1177.26,3,0,242.84,郝杰,0,0,2016
CN-2016-100130,2016/1/26,海恒店,支付宝,2016/1/28,2 ,2,Cust-17455,谭临耀,消费者,鞍山,辽宁,东北,Prod-10004481,Acco_孔加固材料_实惠,办公用品,装订机,114.66,3,0.4,-0.68,郝杰,0,0,2016
CN-2016-100131,2016/1/26,人民店,其它,2016/1/28,2 ,2,Cust-17455,谭临耀,消费者,鞍山,辽宁,东北,Prod-10004323,OIC_按钉_混合尺寸,办公用品,系固件,441.84,4,0.4,-15.01,郝杰,0,0,2016
CN-2016-100132,2016/1/26,临泉店,其它,2016/1/28,2 ,2,Cust-17455,谭临耀,消费者,鞍山,辽宁,东北,Prod-10000645,Deflect-O_相框_耐用,家具,用具,182.7,3,0,48.72,杨洪光,0,0,2016
CN-2016-100134,2016/1/26,人民店,其它,2016/1/28,2 ,0,Cust-17665,陶丽雪,公司,成都,四川,西南,Prod-10000948,Boston_速写本_整包,办公用品,美术,287.28,9,0,33.29,杨洪光,0,0,2016
CN-2016-100138,2016/1/26,海恒店,其它,2016/1/31,5 ,6,Cust-18610,丁妮,公司,肃州,甘肃,西北,Prod-10002682,佳能_传真机_每套两件,技术,复印机,9068.325,5,0.25,390.25,杨洪光,0,0,2016
CN-2016-100133,2016/1/26,杨店店,信用卡,2016/1/28,2 ,0,Cust-19360,柯强,消费者,北京,北京,华北,Prod-10004719,Bevis_圆桌_黑色,家具,桌子,1228.752,3,0.4,-18.73,杨洪光,0,0,2016
CN-2016-100136,2016/1/26,杨店店,信用卡,2016/1/29,3 ,3,Cust-21730,李雯,小型企业,无锡,江苏,华东,Prod-10000793,Smead_锁柜_单宽度,办公用品,收纳具,10174.92,6,0,469.13,郝杰,0,0,2016
CN-2016-100154,2016/1/27,燎原店,微信,2016/1/30,3 ,3,Cust-10585,涂博,消费者,长沙,湖南,中南,Prod-10000800,Elite_修剪器_工业,办公用品,用品,878.08,4,0,132.61,姜伟,0,0,2016
CN-2016-100150,2016/1/27,海恒店,信用卡,2016/1/30,3 ,3,Cust-10675,李彩,消费者,滕州,山东,华东,Prod-10001247,Hamilton_Beach_搅拌机_银色,办公用品,器具,2386.02,5,0.4,-89.14,姜伟,0,0,2016
CN-2016-100151,2016/1/27,人民店,信用卡,2016/1/30,3 ,3,Cust-10675,李彩,消费者,滕州,山东,华东,Prod-10004607,Deflect-O_框架_一包多件,家具,用具,131.04,2,0.4,-15.64,姜伟,0,0,2016
CN-2016-100152,2016/1/27,定远店,支付宝,2016/1/30,3 ,3,Cust-10675,李彩,消费者,滕州,山东,华东,Prod-10004186,Novimex_凳子_可调,家具,椅子,443.24,2,0,10.89,姜伟,0,0,2016
CN-2016-100153,2016/1/27,众兴店,其它,2016/1/30,3 ,3,Cust-10675,李彩,消费者,滕州,山东,华东,Prod-10003907,Kleencut_开信刀_锯齿状,办公用品,用品,269.92,1,0,14.77,姜伟,0,0,2016
CN-2016-100155,2016/1/27,燎原店,支付宝,2016/2/2,6 ,6,Cust-13405,薛光,消费者,德州,山东,华东,Prod-10001323,罗技_记忆卡_可编程,技术,配件,9260.16,4,0,334.71,杨洪光,0,0,2016
CN-2016-100156,2016/1/27,人民店,信用卡,2016/2/2,6 ,6,Cust-13405,薛光,消费者,德州,山东,华东,Prod-10004560,Wilson_Jones_装订机盖_耐用,办公用品,装订机,236.88,4,0,27.57,杨洪光,0,0,2016
CN-2016-100146,2016/1/27,人民店,其它,2016/1/29,2 ,1,Cust-15415,戴康,消费者,天津,天津,华北,Prod-10003780,Harbour_Creations_扶手椅_红色,家具,椅子,99.288,6,0.4,-7.49,郝杰,0,0,2016
CN-2016-100149,2016/1/27,庐江店,微信,2016/1/29,2 ,2,Cust-18070,钱幂,小型企业,汕头,广东,中南,Prod-10000344,Avery_运输标签_可调,办公用品,标签,3662.316,3,0.4,-37.82,杨洪光,0,0,2016
CN-2016-100147,2016/1/27,金寨店,其它,2016/1/29,2 ,1,Cust-19420,段强,公司,荆州,湖北,中南,Prod-10003939,Cameo_商业信封_回收,办公用品,信封,393.96,6,0,13.24,杨洪光,0,0,2016
CN-2016-100148,2016/1/27,庐江店,其它,2016/1/29,2 ,1,Cust-19420,段强,公司,荆州,湖北,中南,Prod-10000416,Acco_订书机_耐用,办公用品,装订机,697.62,3,0,55.59,杨洪光,1,0,2016
CN-2016-100163,2016/1/28,临泉店,其它,2016/2/2,5 ,3,Cust-10240,唐安,消费者,温岭,浙江,华东,Prod-10004336,Acco_装订机盖_实惠,办公用品,装订机,2390.22,3,0,159.54,杨洪光,1,0,2016
CN-2016-100159,2016/1/28,杨店店,信用卡,2016/1/30,2 ,2,Cust-10585,涂博,消费者,长沙,湖南,中南,Prod-10004620,Cuisinart_咖啡研磨机_红色,办公用品,器具,5542.32,6,0,483.32,姜伟,0,0,2016
CN-2016-100160,2016/1/28,人民店,支付宝,2016/1/30,2 ,2,Cust-15415,戴康,消费者,天津,天津,华北,Prod-10002228,BIC_荧光笔_混合尺寸,办公用品,美术,1608.18,3,0,155.43,姜伟,0,0,2016
CN-2016-100161,2016/1/28,众兴店,其它,2016/1/30,2 ,1,Cust-15415,戴康,消费者,天津,天津,华北,Prod-10000979,Hon_凳子_可调,家具,椅子,3965.64,6,0,296.74,郝杰,1,0,2016
CN-2016-100157,2016/1/28,人民店,支付宝,2016/1/28,0 ,0,Cust-17335,朱丽丽,小型企业,濮阳,河南,中南,Prod-10003910,SAFCO_凳子_可调,家具,椅子,634.368,2,0.4,-18.7,杨洪光,0,0,2016
CN-2016-100162,2016/1/28,庐江店,信用卡,2016/1/30,2 ,2,Cust-17860,戴珑,公司,宜城,湖北,中南,Prod-10001871,Fiskars_开信刀_蓝色,办公用品,用品,188.16,4,0,49.67,郝杰,0,0,2016
CN-2016-100164,2016/1/29,人民店,信用卡,2016/1/30,1 ,1,Cust-17860,戴珑,公司,宜城,湖北,中南,Prod-10002399,Green_Bar_备忘录便条_回收,办公用品,纸张,474.88,2,0,34.05,郝杰,0,0,2016
CN-2016-100165,2016/1/30,杨店店,其它,2016/2/1,2 ,2,Cust-11860,黄岱,消费者,大连,辽宁,东北,Prod-10004086,Fiskars_美工刀_蓝色,办公用品,用品,3326.4,3,0,184.14,杨洪光,0,0,2016
CN-2016-100166,2016/1/30,海恒店,支付宝,2016/2/1,2 ,1,Cust-11860,黄岱,消费者,大连,辽宁,东北,Prod-10000994,Avery_装订机_耐用,办公用品,装订机,402.22,1,0,26.21,姜伟,0,0,2016
CN-2016-100167,2016/1/30,海恒店,微信,2016/2/1,2 ,1,Cust-11860,黄岱,消费者,大连,辽宁,东北,Prod-10003347,摩托罗拉_信号增强器_全尺寸,技术,电话,363.328,2,0.2,34.25,姜伟,1,0,2016
CN-2016-100170,2016/1/30,临泉店,信用卡,2016/2/4,5 ,3,Cust-15190,谢君,消费者,永川,重庆,西南,Prod-10001690,Eldon_搁板_蓝色,办公用品,收纳具,1541.4,3,0,113.19,郝杰,0,0,2016
CN-2016-100171,2016/1/30,燎原店,其它,2016/2/4,5 ,3,Cust-15190,谢君,消费者,永川,重庆,西南,Prod-10003544,Cameo_马尼拉纸信封_每套_50_个,办公用品,信封,1558.2,2,0,251.13,郝杰,0,0,2016
CN-2016-100168,2016/1/30,临泉店,其它,2016/2/1,2 ,1,Cust-18610,丁妮,公司,肃州,甘肃,西北,Prod-10002874,Enermax_键区_可编程,技术,配件,55.944,3,0.4,19.16,姜伟,0,0,2016
CN-2016-100169,2016/1/30,杨店店,其它,2016/2/4,5 ,3,Cust-19105,贺平,消费者,阳泉,山西,华北,Prod-10001846,Dania_搁架_传统,家具,书架,1005.06,3,0,102.56,郝杰,0,0,2016
CN-2016-100181,2016/1/31,众兴店,信用卡,2016/2/4,4 ,4,Cust-15115,楚娟,消费者,长沙,湖南,中南,Prod-10004164,Hon_文件夹标签_可调,办公用品,标签,13261.08,6,0,303.88,杨洪光,0,0,2016
CN-2016-100189,2016/1/31,金寨店,信用卡,2016/2/7,7 ,6,Cust-15205,薛君,消费者,济宁,内蒙古,华北,Prod-10003344,Advantus_闹钟_耐用,家具,用具,5404.224,4,0.4,-28.52,张怡莲,0,0,2016
CN-2016-100190,2016/1/31,杨店店,支付宝,2016/2/7,7 ,6,Cust-15205,薛君,消费者,济宁,内蒙古,华北,Prod-10002430,Rogers_文件车_单宽度,办公用品,收纳具,1257.9,5,0,135.44,郝杰,0,0,2016
CN-2016-100191,2016/1/31,定远店,微信,2016/2/7,7 ,6,Cust-15205,薛君,消费者,济宁,内蒙古,华北,Prod-10002431,Kleencut_剪刀_锯齿状,办公用品,用品,6090.7,5,0,300.51,张怡莲,0,0,2016
CN-2016-100172,2016/1/31,杨店店,微信,2016/2/4,4 ,3,Cust-15400,林康,公司,沈阳,辽宁,东北,Prod-10004290,诺基亚_信号增强器_蓝色,技术,电话,554.4,5,0,131.19,郝杰,0,0,2016
CN-2016-100180,2016/1/31,海恒店,支付宝,2016/2/4,4 ,4,Cust-17995,李蔓楚,小型企业,文登,山东,华东,Prod-10002020,Advantus_橡皮筋_金属,办公用品,系固件,3141.6,11,0,287.29,郝杰,0,0,2016
CN-2016-100187,2016/1/31,庐江店,其它,2016/2/6,6 ,6,Cust-19780,范晒明,消费者,徐州,江苏,华东,Prod-10000058,Novimex_运输标签_白色,办公用品,标签,236.88,4,0,28.07,郝杰,0,0,2016
CN-2016-100188,2016/1/31,杨店店,其它,2016/2/6,6 ,6,Cust-19780,范晒明,消费者,徐州,江苏,华东,Prod-10000196,罗技_闪存驱动器_可编程,技术,配件,124.32,2,0,21.51,杨洪光,0,0,2016
CN-2016-100179,2016/1/31,众兴店,其它,2016/2/4,4 ,4,Cust-19795,巩晒明,小型企业,宿州,安徽,华东,Prod-10001701,Office_Star_折叠椅_每套两件,家具,椅子,2778.3,3,0,149.63,郝杰,0,0,2016
CN-2016-100182,2016/1/31,临泉店,微信,2016/2/4,4 ,3,Cust-20275,韦实,消费者,北京,北京,华北,Prod-10004627,思科_充电器_整包,技术,电话,147,2,0,21.37,张怡莲,0,0,2016
CN-2016-100183,2016/1/31,庐江店,信用卡,2016/2/4,4 ,3,Cust-20275,韦实,消费者,北京,北京,华北,Prod-10000199,三星_智能手机_混合尺寸,技术,电话,1717.94,7,0,296.68,张怡莲,0,0,2016
CN-2016-100184,2016/1/31,众兴店,微信,2016/2/4,4 ,3,Cust-20275,韦实,消费者,北京,北京,华北,Prod-10000994,Avery_装订机_耐用,办公用品,装订机,91,2,0,7.09,张怡莲,0,0,2016
CN-2016-100185,2016/1/31,庐江店,支付宝,2016/2/4,4 ,3,Cust-20275,韦实,消费者,北京,北京,华北,Prod-10000963,Fiskars_开信刀_钢,办公用品,用品,146.58,3,0,49.65,张怡莲,0,0,2016
CN-2016-100186,2016/1/31,定远店,其它,2016/2/4,4 ,4,Cust-20275,韦实,消费者,北京,北京,华北,Prod-10003159,Chromcraft_木桌_黑色,家具,桌子,362.88,2,0.2,-8.63,王倩倩,0,0,2016
CN-2016-100173,2016/1/31,定远店,其它,2016/2/4,4 ,3,Cust-20485,苏姝,小型企业,姜堰,江苏,华东,Prod-10000341,Office_Star_椅垫_红色,家具,椅子,606.06,3,0,169.91,郝杰,0,0,2016
CN-2016-100174,2016/1/31,杨店店,信用卡,2016/2/4,4 ,1,Cust-20485,苏姝,小型企业,姜堰,江苏,华东,Prod-10003944,Harbour_Creations_圆形标签_白色,办公用品,标签,720.72,4,0,173.03,张怡莲,0,0,2016
CN-2016-100175,2016/1/31,杨店店,信用卡,2016/2/4,4 ,1,Cust-20485,苏姝,小型企业,姜堰,江苏,华东,Prod-10001715,Avery_订书机_透明,办公用品,装订机,722.26,7,0,145.75,郝杰,0,0,2016
CN-2016-100176,2016/1/31,临泉店,微信,2016/2/4,4 ,1,Cust-20485,苏姝,小型企业,姜堰,江苏,华东,Prod-10004876,Avery_标签_实惠,办公用品,装订机,775.32,1,0,120.85,郝杰,0,0,2016
CN-2016-100177,2016/1/31,定远店,信用卡,2016/2/4,4 ,4,Cust-21670,蒋雯,消费者,平顶山,河南,中南,Prod-10001505,Cardinal_孔加固材料_回收,办公用品,装订机,782.04,6,0,140.96,王倩倩,0,0,2016
CN-2016-100178,2016/1/31,临泉店,信用卡,2016/2/4,4 ,4,Cust-21670,蒋雯,消费者,平顶山,河南,中南,Prod-10004046,SAFCO_摇椅_红色,家具,椅子,393.4,5,0,35.44,王倩倩,0,0,2016
CN-2016-100192,2016/2/1,海恒店,信用卡,2016/2/3,2 ,2,Cust-14095,韦华,公司,上海,上海,华东,Prod-10002765,爱普生_打印机_白色,技术,设备,160.72,2,0,43.27,姜伟,0,1,2016
CN-2016-100193,2016/2/1,燎原店,支付宝,2016/2/3,2 ,1,Cust-14095,韦华,公司,上海,上海,华东,Prod-10003617,Tenex_文件车_单宽度,办公用品,收纳具,2032.1,1,0,244.04,郝杰,0,0,2016
CN-2016-100194,2016/2/1,海恒店,信用卡,2016/2/6,5 ,6,Cust-19780,范晒明,消费者,徐州,江苏,华东,Prod-10003513,Acco_标签_耐用,办公用品,装订机,663.04,4,0,193.27,杨洪光,0,0,2016
CN-2016-100195,2016/2/1,定远店,其它,2016/2/6,5 ,6,Cust-19780,范晒明,消费者,徐州,江苏,华东,Prod-10001323,罗技_记忆卡_可编程,技术,配件,201.6,3,0,32.21,杨洪光,0,0,2016
CN-2016-100201,2016/2/2,海恒店,支付宝,2016/2/6,4 ,3,Cust-12355,袁栋,消费者,长春,吉林,东北,Prod-10001361,Accos_橡皮筋_整包,办公用品,系固件,10697.904,9,0.2,470.02,郝杰,0,0,2016
CN-2016-100202,2016/2/2,金寨店,信用卡,2016/2/6,4 ,3,Cust-12355,袁栋,消费者,长春,吉林,东北,Prod-10002839,GlobeWeis_外皮和封条_红色,办公用品,信封,758.94,3,0,53.66,郝杰,0,0,2016
CN-2016-100200,2016/2/2,燎原店,其它,2016/2/6,4 ,4,Cust-13255,韩莞颖,小型企业,宁波,浙江,华东,Prod-10004110,SAFCO_沙滩椅_可调,家具,椅子,245.56,1,0,29.64,杨洪光,0,0,2016
CN-2016-100196,2016/2/2,燎原店,信用卡,2016/2/4,2 ,2,Cust-14095,韦华,公司,上海,上海,华东,Prod-10004410,Boston_画布_整包,办公用品,美术,23.52,1,0,0.58,王倩倩,0,0,2016
CN-2016-100203,2016/2/2,庐江店,其它,2016/2/7,5 ,6,Cust-15205,薛君,消费者,济宁,内蒙古,华北,Prod-10004456,Fiskars_大剪刀_锯齿状,办公用品,用品,4382.56,7,0,128.63,张怡莲,0,0,2016
CN-2016-100204,2016/2/2,众兴店,其它,2016/2/7,5 ,6,Cust-15205,薛君,消费者,济宁,内蒙古,华北,Prod-10002013,SanDisk_闪存驱动器_实惠,技术,配件,54.74,1,0,1.44,王倩倩,0,0,2016
CN-2016-100197,2016/2/2,定远店,其它,2016/2/6,4 ,6,Cust-19780,范晒明,消费者,徐州,江苏,华东,Prod-10002431,Kleencut_剪刀_锯齿状,办公用品,用品,2695.84,4,0,231.28,杨洪光,0,0,2016
CN-2016-100198,2016/2/2,众兴店,信用卡,2016/2/6,4 ,6,Cust-19780,范晒明,消费者,徐州,江苏,华东,Prod-10003122,Breville_炉灶_红色,办公用品,器具,1098.16,4,0,125.52,杨洪光,0,0,2016
CN-2016-100199,2016/2/2,庐江店,支付宝,2016/2/6,4 ,4,Cust-19780,范晒明,消费者,徐州,江苏,华东,Prod-10000989,Office_Star_摇椅_每套两件,家具,椅子,969.36,4,0,116.68,杨洪光,0,0,2016
CN-2016-100206,2016/2/3,燎原店,其它,2016/2/7,4 ,3,Cust-15205,薛君,消费者,济宁,内蒙古,华北,Prod-10004374,Smead_文件车_工业,办公用品,收纳具,711.48,14,0,75.42,郝杰,0,0,2016
CN-2016-100205,2016/2/3,金寨店,信用卡,2016/2/6,3 ,3,Cust-18580,曹娜,公司,海口,海南,中南,Prod-10004186,Novimex_凳子_可调,家具,椅子,88.62,1,0,12.95,郝杰,0,0,2016
CN-2016-100212,2016/2/3,燎原店,信用卡,2016/2/9,6 ,6,Cust-19120,夏平,消费者,大同,安徽,华东,Prod-10001091,Kraft_商业信封_回收,办公用品,信封,789.264,3,0.4,-23.75,杨洪光,0,0,2016
CN-2016-100208,2016/2/3,金寨店,其它,2016/2/8,5 ,6,Cust-19720,熊荣,消费者,长沙,湖南,中南,Prod-10003534,Green_Bar_笔记本_每包_12_个,办公用品,纸张,213.64,7,0,46.38,江奕健,0,0,2016
CN-2016-100207,2016/2/3,定远店,其它,2016/2/7,4 ,3,Cust-19780,范晒明,消费者,徐州,江苏,华东,Prod-10000410,BIC_铅笔刀_金属,办公用品,美术,978.88,2,0,189.41,郝杰,0,0,2016
CN-2016-100209,2016/2/3,庐江店,其它,2016/2/8,5 ,3,Cust-21025,佟斯云,小型企业,大连,辽宁,东北,Prod-10004939,Ibico_打孔机_耐用,办公用品,装订机,6080.48,2,0,304.84,张怡莲,0,0,2016
CN-2016-100210,2016/2/3,众兴店,其它,2016/2/8,5 ,3,Cust-21025,佟斯云,小型企业,大连,辽宁,东北,Prod-10000765,Wilson_Jones_孔加固材料_回收,办公用品,装订机,2353.68,4,0,284.22,张怡莲,0,0,2016
CN-2016-100211,2016/2/3,燎原店,其它,2016/2/8,5 ,6,Cust-21025,佟斯云,小型企业,大连,辽宁,东北,Prod-10003432,三星_音频基座_蓝色,技术,电话,268.8,4,0,46.65,张怡莲,0,0,2016
CN-2016-100213,2016/2/4,庐江店,其它,2016/2/9,5 ,6,Cust-16840,宋立,消费者,保定,河北,华北,Prod-10000750,冲电器_计算器_红色,技术,设备,233.94,3,0,21.13,江奕健,0,0,2016
CN-2016-100214,2016/2/6,庐江店,信用卡,2016/2/8,2 ,2,Cust-15205,薛君,消费者,济宁,内蒙古,华北,Prod-10003915,SanDisk_信纸_优质,办公用品,纸张,382.62,3,0,41.24,张怡莲,0,0,2016
CN-2016-100215,2016/2/7,临泉店,其它,2016/2/10,3 ,3,Cust-15670,袁关茵,消费者,汪清,吉林,东北,Prod-10004690,Fellowes_盘_工业,办公用品,收纳具,1133.244,2,0.1,198.71,杨洪光,0,0,2016
CN-2016-100217,2016/2/8,杨店店,支付宝,2016/2/12,4 ,4,Cust-10015,陈嫒,消费者,潍坊,山东,华东,Prod-10001234,Memorex_鼠标_可编程,技术,配件,1581.72,7,0,286.43,张怡莲,0,0,2016
CN-2016-100222,2016/2/8,临泉店,其它,2016/2/12,4 ,4,Cust-12415,郭冬露,消费者,武汉,湖北,中南,Prod-10004759,夏普_复印机_数字化,技术,复印机,1127,5,0,237.97,王倩倩,1,0,2016
CN-2016-100218,2016/2/8,众兴店,信用卡,2016/2/12,4 ,4,Cust-12670,王辉,消费者,常德,湖南,中南,Prod-10002054,苹果_充电器_全尺寸,技术,电话,252,2,0,21.58,张怡莲,0,0,2016
CN-2016-100219,2016/2/8,杨店店,其它,2016/2/12,4 ,3,Cust-12670,王辉,消费者,常德,湖南,中南,Prod-10001871,Fiskars_开信刀_蓝色,办公用品,用品,637,1,0,72.26,郝杰,0,0,2016
CN-2016-100216,2016/2/8,金寨店,微信,2016/2/11,3 ,3,Cust-16840,宋立,消费者,保定,河北,华北,Prod-10003462,Sanford_荧光笔_混合尺寸,办公用品,美术,79.8,3,0,9.03,江奕健,0,0,2016
CN-2016-100220,2016/2/8,燎原店,微信,2016/2/12,4 ,4,Cust-17125,肖良,消费者,郑州,河南,中南,Prod-10000912,Hamilton_Beach_冰箱_黑色,办公用品,器具,307.16,1,0,41.51,王倩倩,0,0,2016
CN-2016-100221,2016/2/8,庐江店,其它,2016/2/12,4 ,4,Cust-17125,肖良,消费者,郑州,河南,中南,Prod-10002326,Accos_订书钉_混合尺寸,办公用品,系固件,63,2,0,7.09,王倩倩,0,0,2016
CN-2016-100227,2016/2/9,众兴店,其它,2016/2/14,5 ,6,Cust-10705,彭彩,消费者,兰州,甘肃,西北,Prod-10003369,GlobeWeis_局间信封_回收,办公用品,信封,349.02,3,0,49.86,姜伟,0,0,2016
CN-2016-100223,2016/2/9,杨店店,其它,2016/2/12,3 ,3,Cust-16840,宋立,消费者,保定,河北,华北,Prod-10004718,Novimex_折叠椅_红色,家具,椅子,59.08,2,0,12.63,江奕健,0,0,2016
CN-2016-100224,2016/2/9,庐江店,支付宝,2016/2/14,5 ,5,Cust-20560,唐爽,小型企业,重庆,重庆,西南,Prod-10001337,Harbour_Creations_凳子_可调,家具,椅子,2672.32,4,0,102.68,姜伟,0,0,2016
CN-2016-100225,2016/2/9,人民店,支付宝,2016/2/14,5 ,3,Cust-20560,唐爽,小型企业,重庆,重庆,西南,Prod-10003671,Tenex_盘_蓝色,办公用品,收纳具,1696.38,7,0,219.95,郝杰,0,0,2016
CN-2016-100226,2016/2/9,临泉店,其它,2016/2/14,5 ,6,Cust-20560,唐爽,小型企业,重庆,重庆,西南,Prod-10000123,Hon_扶手椅_黑色,家具,椅子,233.52,3,0,41.92,杨洪光,0,0,2016
CN-2016-100229,2016/2/10,人民店,其它,2016/2/13,3 ,3,Cust-10015,陈嫒,消费者,潍坊,山东,华东,Prod-10003387,Advantus_回形针_金属,办公用品,系固件,1580.6,2,0,156.11,张怡莲,0,0,2016
CN-2016-100228,2016/2/10,海恒店,信用卡,2016/2/13,3 ,3,Cust-10705,彭彩,消费者,兰州,甘肃,西北,Prod-10002456,Safco_书架_金属,家具,书架,701.19,1,0.1,118.29,张怡莲,0,0,2016
CN-2016-100230,2016/2/11,众兴店,支付宝,2016/2/15,4 ,4,Cust-16690,施立伟,公司,杭州,浙江,华东,Prod-10001878,Rubvermaid_框架_黑色,家具,用具,141.12,3,0,19.14,王倩倩,0,0,2016
CN-2016-100232,2016/2/13,人民店,其它,2016/2/17,4 ,4,Cust-12865,高凤,消费者,深圳,广东,中南,Prod-10003237,宜家_书架_白色,家具,书架,3304.7,5,0,151.63,姜伟,0,0,2016
CN-2016-100233,2016/2/13,庐江店,其它,2016/2/17,4 ,4,Cust-12865,高凤,消费者,深圳,广东,中南,Prod-10003197,Safco_书库_白色,家具,书架,212.688,4,0.4,-18.56,姜伟,0,0,2016
CN-2016-100231,2016/2/13,众兴店,微信,2016/2/15,2 ,1,Cust-16690,施立伟,公司,杭州,浙江,华东,Prod-10000440,Avery_装订机盖_耐用,办公用品,装订机,1957.76,4,0,241.32,姜伟,0,0,2016
CN-2016-100234,2016/2/13,杨店店,其它,2016/2/19,6 ,6,Cust-16810,刘立,消费者,桂林,广西,中南,Prod-10004286,Avery_有色标签_耐用,办公用品,标签,475.02,3,0,11.59,杨洪光,0,0,2016
CN-2016-100236,2016/2/14,众兴店,信用卡,2016/2/16,2 ,2,Cust-14155,吕欢悦,小型企业,襄樊,湖北,中南,Prod-10003276,Tenex_分层置放架_优质,家具,用具,442.848,4,0.4,-15.24,郝杰,0,0,2016
CN-2016-100238,2016/2/14,临泉店,支付宝,2016/2/16,2 ,2,Cust-15400,林康,公司,沈阳,辽宁,东北,Prod-10003382,佳能_传真复印机_红色,技术,复印机,226.016,2,0.2,-5.95,王倩倩,0,0,2016
CN-2016-100237,2016/2/14,众兴店,信用卡,2016/2/16,2 ,2,Cust-16390,牛黎明,公司,吉林市,吉林,东北,Prod-10003358,Advantus_灯泡_一包多件,家具,用具,3007.2,5,0,104.56,郝杰,0,0,2016
CN-2016-100239,2016/2/14,燎原店,其它,2016/2/19,5 ,3,Cust-16810,刘立,消费者,桂林,广西,中南,Prod-10004844,KitchenAid_炉灶_银色,办公用品,器具,626.22,7,0.4,-32.39,杨洪光,0,0,2016
CN-2016-100235,2016/2/14,定远店,其它,2016/2/16,2 ,2,Cust-18400,周木兰,消费者,沈阳,辽宁,东北,Prod-10001701,Office_Star_折叠椅_每套两件,家具,椅子,372.456,3,0.4,10.96,杨洪光,0,0,2016
CN-2016-100240,2016/2/14,金寨店,信用卡,2016/2/19,5 ,6,Cust-19045,贺鹏,小型企业,日照,山东,华东,Prod-10001867,Smead_合法证物标签_红色,办公用品,标签,13.692,1,0.4,-7.51,姜伟,0,0,2016
CN-2016-100241,2016/2/14,金寨店,微信,2016/2/19,5 ,7,Cust-19045,贺鹏,小型企业,日照,山东,华东,Prod-10000834,Hon_有色标签_红色,办公用品,标签,3269.868,7,0.4,-20.96,姜伟,0,0,2016
CN-2016-100242,2016/2/14,众兴店,支付宝,2016/2/19,5 ,6,Cust-19045,贺鹏,小型企业,日照,山东,华东,Prod-10003061,Wilson_Jones_订书机_回收,办公用品,装订机,903.84,4,0,127.52,王倩倩,0,1,2016
CN-2016-100245,2016/2/15,杨店店,微信,2016/2/16,1 ,1,Cust-15370,洪康,消费者,泰州,江苏,华东,Prod-10000123,Hon_扶手椅_黑色,家具,椅子,153.72,3,0,33.23,王倩倩,0,0,2016
CN-2016-100246,2016/2/15,金寨店,信用卡,2016/2/16,1 ,2,Cust-16690,施立伟,公司,杭州,浙江,华东,Prod-10000567,Jiffy_邮寄品_回收,办公用品,信封,746.9,5,0,175.15,王倩倩,0,0,2016
CN-2016-100247,2016/2/15,海恒店,支付宝,2016/2/19,4 ,4,Cust-19045,贺鹏,小型企业,日照,山东,华东,Prod-10003132,Jiffy_搭扣信封_每套_50_个,办公用品,信封,949.032,7,0.4,-34.48,江奕健,0,0,2016
CN-2016-100248,2016/2/15,人民店,其它,2016/2/21,6 ,6,Cust-19255,邱谦,消费者,成都,四川,西南,Prod-10003899,Kraft_马尼拉纸信封_回收,办公用品,信封,94.08,4,0.4,5.05,姜伟,0,0,2016
CN-2016-100250,2016/2/16,杨店店,支付宝,2016/2/20,4 ,1,Cust-14695,丁娇,公司,扬州,江苏,华东,Prod-10000748,Harbour_Creations_可去除的标签_可调,办公用品,标签,159.012,9,0.8,-0.23,郝杰,0,0,2016
CN-2016-100251,2016/2/16,海恒店,其它,2016/2/20,4 ,1,Cust-17695,殷丽雪,消费者,石家庄,河北,华北,Prod-10004655,Stockwell_夹子_金属,办公用品,系固件,810.18,3,0,94.46,郝杰,0,0,2016
CN-2016-100252,2016/2/16,杨店店,支付宝,2016/2/20,4 ,1,Cust-17695,殷丽雪,消费者,石家庄,河北,华北,Prod-10001878,Rubvermaid_闹钟_黑色,家具,用具,213.36,3,0,36.45,郝杰,0,0,2016
